,Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue Preferred,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Install App Store,Match Type,Contributor 1 Match Type,Contributor 2 Match Type,Contributor 3 Match Type,Device Category,Google Play Referrer,Google Play Click Time,Google Play Install Begin Time
19,click,2021-01-17 08:28:38,2021-01-17 14:38:43,2021-01-18 01:48:22,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,OK,Tulsa,74114,671,172.58.71.39,False,,T-Mobile,English,1610894315391-5282101193497195351,e178ca2e-b537-449c-a9ef-c57690c419c4,,,,,,android,samsung-SM-A102U,9,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-A102U Build/PPR1.180610.011),,,,srn,,,,phone,,,
20,click,2021-01-17 21:49:26,2021-01-17 21:50:13,2021-01-17 21:52:13,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,TX,Carrollton,75006,623,216.117.54.174,False,AT&T,AT&T,English,1610920212664-4492279358437612763,0ae1539d-d064-451c-9525-c376110456d7,,,,,,android,samsung-SM-G960U,10,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),,,,srn,,,,phone,,,
21,click,2021-01-15 10:48:28,2021-01-17 21:27:40,2021-01-17 21:40:46,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MN,Albertville,55301,613,174.219.142.40,False,Verizon ,Verizon ,English,1610918858515-3021734035872554395,734cd4c4-7006-4088-87a3-5a415afd0848,,,,,,android,samsung-SM-G988U,11,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 11; SM-G988U Build/RP1A.200720.012),,,,srn,,,,phone,,,
22,click,2021-01-17 11:20:24,2021-01-17 13:33:48,2021-01-17 14:25:40,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,IN,North Vernon,47265,529,174.202.134.169,False,Verizon Wireless,Verizon ,English,1610890424536-5204306228060045317,2e920a37-6af7-466d-be96-6285edd7206a,,,,,,android,samsung-SM-N986U1,10,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N986U1 Build/QP1A.190711.020),,,,srn,,,,phone,,,
23,click,2020-12-27 06:22:02,2021-01-16 21:05:24,2021-01-17 07:56:19,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,WY,Gillette,82716,751,75.127.30.238,True,,CDMA,English,1610831120748-6628966776298877196,f772bba6-f509-4a17-9684-0534c14a3c7d,,,,,,android,lge-LGL722DL,9,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; LGL722DL Build/PKQ1.190302.001),,,,srn,,,,phone,,,
24,click,2020-12-16 16:11:58,2020-12-16 16:26:33,2021-01-17 00:59:10,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MO,Independence,64056,616,24.2.22.60,False,AT&T,AT&T,English,1608135990599-5290688997909384481,66de4cb8-4043-4b71-b1be-ea0b44daf696,,,,,,android,samsung-SM-N975U,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N975U Build/QP1A.190711.020),,,,srn,,,,phone,,,
25,click,2021-01-03 14:18:06,2021-01-03 14:19:34,2021-01-16 20:59:57,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,OH,Cincinnati,45243,515,172.58.203.215,False,,T-Mobile,English,1609683572793-6241730883736286589,55433176-3173-486f-aaae-652a0b0f47cb,,,,,,android,lge-LG-H932,9,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; LG-H932 Build/PKQ1.190414.001),,,,srn,,,,phone,,,
26,click,2021-01-15 15:19:19,2021-01-16 16:24:01,2021-01-16 16:25:49,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,NJ,Flanders,7836,501,174.225.7.18,False,Verizon Wireless,Verizon ,English,1610814238015-2075255113654442906,38d765e4-0212-4e43-a91a-461ce39b9c1f,,,,,,android,samsung-SM-G960U,10,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),,,,srn,,,,phone,,,
27,click,2020-12-17 02:43:31,2020-12-17 02:52:31,2021-01-16 10:13:59,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,OR,Roseburg,97471,801,47.5.242.144,False,U.S. Cellular,U.S. Cellular,English,1608173548736-5457707618163182522,b5c85e1a-3dc7-41b8-8132-1d3f2dc830da,,,,,,android,samsung-SM-N986U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N986U Build/QP1A.190711.020),,,,srn,,,,phone,,,
28,click,2021-01-15 23:34:38,2021-01-16 01:42:43,2021-01-16 01:45:52,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,MN,St Francis,55070,613,24.220.171.245,False,,AT&T,English,1610761361187-8967099875584920153,bd64c06c-d915-4c78-a528-e2bc218ddd8a,,,,,,android,samsung-SM-G950U,9,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U Build/PPR1.180610.011),,,,srn,,,,phone,,,
29,click,2021-01-15 00:30:41,2021-01-15 00:38:49,2021-01-15 03:35:03,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,FL,Jacksonville,32223,561,174.227.129.85,False,Verizon,Verizon ,English,1610671127279-8460349863114747485,44a22179-5f71-4594-954c-a75c90a9eef5,,,,,,android,motorola-moto z4,10,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; moto z4 Build/QDFS30.130-42-5-10-5),,,,srn,,,,phone,,,
30,click,2021-01-14 19:41:25,2021-01-14 20:06:24,2021-01-14 21:41:14,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,TX,Houston,77063,618,73.32.110.67,False,Boost Mobile,Boost Mobile,English,1610654781913-1269913890670723834,dd1e1953-0ea3-4cd9-92cd-7ee79edbe843,,,,,,android,lge-LM-K500,10,2021.01.05-299,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-K500 Build/QKQ1.200730.002),,,,srn,,,,phone,,,
31,click,2021-01-14 01:28:46,2021-01-14 01:35:12,2021-01-14 01:38:47,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CA,San Bruno,94066,807,166.216.158.209,False,AT&T,AT&T,English,1610588106716-4474865206195277265,c03cb0cd-0acc-44a3-a694-b709f0fc8ff8,,,,,,android,samsung-SM-N975U,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N975U Build/QP1A.190711.020),,,,srn,,,,phone,,,
32,click,2021-01-11 20:53:09,2021-01-11 21:53:23,2021-01-13 17:15:55,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,FL,Lakeland,33803,539,35.139.122.207,False,AT&T,AT&T,English,1610402002209-2075281722603706488,95a3342b-d99e-4b42-bf00-8293ad70bf14,,,,,,android,samsung-SM-G973U,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G973U Build/QP1A.190711.020),,,,srn,,,,phone,,,
33,click,2021-01-10 09:36:21,2021-01-11 23:21:07,2021-01-13 02:21:47,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,MD,Temple Hills,20748,511,172.58.187.99,False,Boost Mobile,Boost Mobile,English,1610407265076-2946934151366204806,2014e7f1-3a60-409b-a136-19e6656ac0db,,,,,,android,lge-LM-Q730,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),,,,srn,,,,phone,,,
34,click,2021-01-12 19:09:57,2021-01-12 19:13:44,2021-01-13 00:00:18,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,OR,Klamath Falls,97603,813,75.142.140.43,False,Sprint,Sprint,English,1610478822256-657584546471072886,68524f08-27ce-4013-b174-4386cc928503,,,,,,android,samsung-SM-N970U,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N970U Build/QP1A.190711.020),,,,srn,,,,phone,,,
35,click,2021-01-12 22:31:53,2021-01-12 22:34:33,2021-01-12 22:37:52,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,MO,Boonville,65233,604,108.212.172.17,False,Cricket Wireless,cricket,English,1610490870860-8543055139997448611,6e34d4c6-f0de-4271-a595-1c82eb13232d,,,,,,android,lge-LM-K400,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-K400 Build/QKQ1.200308.002),,,,srn,,,,phone,,,
36,click,2021-01-12 09:53:39,2021-01-12 15:23:33,2021-01-12 15:25:31,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,OH,Columbus,43206,535,174.100.232.107,False,,T-Mobile,English,1610465006516-5102444628125271299,bfe35b90-a0ca-4676-849f-5748004a98e1,,,,,,android,samsung-SM-A102U,9,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-A102U Build/PPR1.180610.011),,,,srn,,,,phone,,,
37,click,2020-12-18 03:02:35,2021-01-12 08:16:03,2021-01-12 08:24:31,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,PA,Philadelphia,19148,504,98.114.66.32,True,T-Mobile,T-Mobile,English,1610439362968-3731351561670159537,c194e403-22ea-408d-946f-4fbba6e0f96d,,,,,,android,lge-LM-Q730,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),,,,srn,,,,phone,,,
38,click,2021-01-10 00:59:56,2021-01-12 08:08:37,2021-01-12 08:17:11,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Search,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,,US,CA,Long Beach,90813,803,24.176.204.218,False,Boost Mobile,Boost Mobile,English,1610438917826-230401682388713137,377502bf-1950-4195-bc62-336e43ac72ff,,,,,,android,lge-LM-Q730,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),,,,srn,,,,phone,,,
39,click,2021-01-12 05:52:46,2021-01-12 05:53:08,2021-01-12 05:54:16,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CA,Anaheim,92806,803,104.33.14.15,False,AT&T,AT&T,English,1610430786376-283241136832096276,1e2bca24-2233-4ef5-9cdd-f5828b46dfd7,,,,,,android,samsung-SM-N960U,10,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),,,,srn,,,,phone,,,
40,click,2021-01-02 04:58:23,2021-01-02 04:59:15,2021-01-11 21:20:33,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,IL,Justice,60458,602,174.230.142.127,False,Verizon,Verizon ,English,1609563134244-2874854859295679519,7beba76e-bdf6-4a58-affc-165d04cad287,,,,,,android,Verizon-SM-G930V,8.0.0,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930V Build/R16NW),,,,srn,,,,phone,,,
41,click,2021-01-02 04:58:23,2021-01-02 04:59:15,2021-01-11 21:19:54,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,IL,Justice,60458,602,174.230.142.127,False,Verizon,Verizon ,English,1609563134244-2874854859295679519,7beba76e-bdf6-4a58-affc-165d04cad287,,,,,,android,Verizon-SM-G930V,8.0.0,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930V Build/R16NW),,,,srn,,,,phone,,,
42,click,2021-01-02 04:58:23,2021-01-02 04:59:15,2021-01-11 21:19:36,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,23846031660510586,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,IL,Justice,60458,602,174.230.142.127,False,Verizon,Verizon ,English,1609563134244-2874854859295679519,7beba76e-bdf6-4a58-affc-165d04cad287,,,,,,android,Verizon-SM-G930V,8.0.0,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930V Build/R16NW),,,,srn,,,,phone,,,
43,click,2021-01-10 21:57:34,2021-01-11 02:00:40,2021-01-11 02:05:19,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,AR,Blytheville,72315,640,99.122.9.38,False, , ,English,1610330435022-2626158975731525063,a5a29772-8892-45a7-8c0c-e62d2c5af7dd,,,,,,android,motorola-moto e6 (XT2005DL),9,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; moto e6 (XT2005DL) Build/PPBS29.73-81-5-14-5-2),,,,srn,,,,phone,,,
44,click,2021-01-10 21:57:34,2021-01-11 02:00:40,2021-01-11 02:03:05,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,AR,Blytheville,72315,640,99.122.9.38,False, , ,English,1610330435022-2626158975731525063,a5a29772-8892-45a7-8c0c-e62d2c5af7dd,,,,,,android,motorola-moto e6 (XT2005DL),9,2020.12.21-284,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; moto e6 (XT2005DL) Build/PPBS29.73-81-5-14-5-2),,,,srn,,,,phone,,,
